year,president,party,sentence
1950,Truman,Democratic,"The religious ideals which we profess, and the heritage of freedom which we have received from the past, clearly place that duty upon us."
1950,Truman,Democratic,I again urge the Congress to enact the civil rights proposals I made in February 1948.
1950,Truman,Democratic,"These proposals are for the enactment of Federal statutes which will protect all our people in the exercise of their democratic rights and their search for economic opportunity, grant statehood to Alaska and Hawaii, provide a greater measure of self-government for our island possessions, and accord home rule to the District of Columbia."
1950,Truman,Democratic,Some of those proposals have been before the Congress for a long time.
1950,Truman,Democratic,"Those who oppose them, as well as those who favor them, should recognize that it is the duty of the elected representatives of the people to let these proposals come to a vote."
1950,Truman,Democratic,"Our democratic ideals, as well as our best interests, require that we do our fair share in providing homes for the unfortunate victims of war and tyranny."
1950,Truman,Democratic,"In so doing, we shall add strength to our democracy through the abilities and skills which these men and women will bring here."
1950,Truman,Democratic,I urge the prompt enactment by the Congress of the legislation now before it to extend and broaden the existing displaced persons law and remove its discriminatory features.
1950,Truman,Democratic,The measures I am recommending to the Congress concerning both our foreign and our domestic policies represent a carefully considered program to meet our national needs.
1950,Truman,Democratic,It is a program which necessarily requires large expenditures of funds.
1950,Truman,Democratic,More than 70 percent of the Government's expenditures are required to meet the costs of past wars and to work for world peace.
1950,Truman,Democratic,This is the dominant factor in our fiscal policy.
1950,Truman,Democratic,"At the same time, the Government must make substantial expenditures which are necessary to the growth and expansion of the domestic economy."
1950,Truman,Democratic,"At present, largely because of the ill-considered tax reduction of the 80th Congress, the Government is not receiving enough revenue to meet its necessary expenditures."
1950,Truman,Democratic,"To meet this situation, I am proposing that Federal expenditures be held to the lowest levels consistent with our international requirements and the essential needs of economic growth, and the well-being of our people."
1950,Truman,Democratic,I think I had better read that over; you interrupted me in the middle.
1950,Truman,Democratic,"To meet this situation, I am proposing that Federal expenditures be held to the lowest levels consistent with our international requirements and the essential needs of ceonomic growth, and the well-being of our people."
1950,Truman,Democratic,Don't forget that last phrase.
1950,Truman,Democratic,"At the same time, we must guard against the folly of attempting budget slashes which would impair our prospects for peace or cripple the programs essential to our national strength."
1950,Truman,Democratic,"The budget recommendations I shall shortly transmit to the Congress show that we can expect a substantial improvement in our fiscal position over the next few years, as the cost of some of our extraordinary postwar programs declines, and as the Government revenue rises as a result of growth in employment and national income."
1950,Truman,Democratic,"To further improve our fiscal outlook, we should make some changes in our tax system which will reduce present inequities, stimulate business activity, and yield a moderate amount of additional revenue."
1950,Truman,Democratic,I expect to transmit specific recommendations to the Congress on this subject at a very early date.
1950,Truman,Democratic,The fiscal policy I am recommending is the quickest and safest way of achieving a balanced budget.
1950,Truman,Democratic,"As we move forward into the second half of the 20th century, we must always bear in mind the central purpose of our national life."
1950,Truman,Democratic,We do not seek material prosperity for ourselves because we love luxury; we do not aid other nations because we wish to increase our power.
1950,Truman,Democratic,We have not devised programs for the security and well-being of our people because we are afraid or unwilling to take risks.
1950,Truman,Democratic,This is not the meaning of our past history or our present course.
1950,Truman,Democratic,"We work for a better life for all, so that all men may put to good use the great gifts with which they have been endowed by their Creator."
1950,Truman,Democratic,"We seek to establish those material conditions of life in which, without exception, men may live in dignity, perform useful work, serve their communities, and worship God as they see fit."
1950,Truman,Democratic,"These may seem simple goals, but they are not little ones."
1950,Truman,Democratic,They are worth a great deal more than all the empires and conquests of history.
1950,Truman,Democratic,They are not to be achieved by military aggression or political fanaticism.
1950,Truman,Democratic,"They are to be achieved by humbler means---by hard work, by a spirit of self-restraint in our dealings with one another, and by a deep devotion to the principles of justice and equality."
1950,Truman,Democratic,"It should make us truly thankful, as we look back to the beginnings of this country, that we have come so far along the road to a better life for all."
1950,Truman,Democratic,"It should make us humble to think, as we look ahead, how much farther we have to go to accomplish, at home and abroad, the objectives that were set out for us at the founding of this great Nation."
1950,Truman,Democratic,"As we approach the halfway mark of the 20th century, we should ask for continued strength and guidance from that Almighty Power who has placed before us such great opportunities for the good of mankind in the years to come."
1951,Truman,Democratic,PRESIDENT HARRY S.
1951,Truman,Democratic,"TRUMAN'S ANNUAL MESSAGE TO THE CONGRESS ON THE STATE OF THE UNION January 8, 1951 Mr."
1951,Truman,Democratic,"President, Mr."
1951,Truman,Democratic,"Speaker, Members Of the Congress: This 82d Congress faces as grave a task as any Congress in the history of our Republic."
1951,Truman,Democratic,The actions you take will be watched by the whole world.
1951,Truman,Democratic,"These actions will measure the ability of a free people, acting through their chosen representatives and their free institutions, to meet a deadly challenge to their way of life."
1951,Truman,Democratic,We can meet this challenge foolishly or wisely.
1951,Truman,Democratic,"We can meet it timidly or bravely, shamefully or honorably."
1951,Truman,Democratic,I know that the 82d Congress will meet this challenge in a way worthy of our great heritage.
1951,Truman,Democratic,"I know that your debates will be earnest, responsible, constructive, and to the point."
1951,Truman,Democratic,I know that from these debates there will come the great decisions needed to carry us forward.
1951,Truman,Democratic,"At this critical time, I am glad to say that our country is in a healthy condition."
1951,Truman,Democratic,Our democratic institutions are sound and strong.
1951,Truman,Democratic,We have more men and women at work than ever before.
1951,Truman,Democratic,"We are able to produce more than ever before in fact, far more than any country ever produced in the history of the world."
1951,Truman,Democratic,I am confident that we can succeed in the great task that lies before us.
1951,Truman,Democratic,"We will succeed, but we must all do our part."
1951,Truman,Democratic,We must all act together as citizens of this great Republic.
1951,Truman,Democratic,"As we meet here today, American soldiers are fighting a bitter campaign in Korea."
1951,Truman,Democratic,"We pay tribute to their courage, devotion, and gallantry."
1951,Truman,Democratic,"Our men are fighting, alongside their United Nations allies, because they know, as we do, that the aggression in Korea is part of the attempt of the Russian Communist dictatorship to take over the world, step by step."
1951,Truman,Democratic,"Our men are fighting a long way from home, but they are fighting for our lives and our liberties."
1951,Truman,Democratic,They are fighting to protect our right to meet here today-our right to govern ourselves as a free nation.
1951,Truman,Democratic,The threat of world conquest by Soviet Russia endangers our liberty and endangers the kind of world in which the free spirit of man can survive.
1951,Truman,Democratic,This threat is aimed at all peoples who strive to win or defend their own freedom and national independence.
1951,Truman,Democratic,"Indeed, the state of our Nation is in great part the state of our friends and allies throughout the world."
1951,Truman,Democratic,"The gun that points at them points at us, also."
1951,Truman,Democratic,The threat is a total threat and the danger is a common danger.
1951,Truman,Democratic,All free nations are exposed and all are in peril.
1951,Truman,Democratic,Their only security lies in banding together.
1951,Truman,Democratic,No one nation can find protection in a selfish search for a safe haven from the storm.
1951,Truman,Democratic,The free nations do not have any aggressive purpose.
1951,Truman,Democratic,We want only peace in the world-peace for all countries.
1951,Truman,Democratic,No threat to the security of any nation is concealed in our plans and programs.
1951,Truman,Democratic,"We had hoped that the Soviet Union, with its security assured by the Charter of the United Nations, would be willing to live and let live."
1951,Truman,Democratic,But I am sorry to say that has not been the case.
1951,Truman,Democratic,"The imperialism of the czars has been replaced by the even more ambitious, more crafty, and more menacing imperialism of the rulers of the Soviet Union."
1951,Truman,Democratic,This new imperialism has powerful military forces.
1951,Truman,Democratic,It is keeping millions of men under arms.
1951,Truman,Democratic,It has a large air force and a strong submarine force.
1951,Truman,Democratic,It has complete control of the men and equipment of its satellites.
1951,Truman,Democratic,It has kept its subject peoples and i ts economy in a state of perpetual mobilization.
1951,Truman,Democratic,The present rulers of the Soviet Union have shown that they are willing to use this power to destroy the free nations and win domination over the whole world.
1951,Truman,Democratic,The Soviet imperialists have two ways of going about their destructive work.
1951,Truman,Democratic,"They use the method of subversion and internal revolution, and they use the method of external aggression."
1951,Truman,Democratic,"In preparation for either of these methods of attack, they stir up cl ass strife and disorder."
1951,Truman,Democratic,They encourage sabotage.
1951,Truman,Democratic,They put out poisonous propaganda.
1951,Truman,Democratic,They deliberately try to prevent economic improvement.
1951,Truman,Democratic,"If their efforts are successful, they foment a revolution, as they did in Czechoslovakia and China, and as they tried, unsuccessfully, to do in Greece."
1951,Truman,Democratic,"If their methods of subversion are blocked, and if they think they can get away with outright warfare, they resort to external aggression."
1951,Truman,Democratic,"This is what they did when they loosed the armies of their puppet states against the Republic of Korea, in an evil war by proxy."
1951,Truman,Democratic,We of the free world must be ready to meet both of these methods of Soviet action.
1951,Truman,Democratic,We must not neglect one or the other.
1951,Truman,Democratic,The free world has power and resources to meet these two forms of aggression resources that are far greater than those of the Soviet dictatorship.
1951,Truman,Democratic,"We have skilled and vigorous peoples, great industrial strength, and abundant sources of raw materials."
1951,Truman,Democratic,"And above all, we cherish liberty."
1951,Truman,Democratic,Our common ideals are a great part of our strength.
1951,Truman,Democratic,These ideals are the driving force of human progress.
1951,Truman,Democratic,The free nations believe in the dignity and the worth of man.
1951,Truman,Democratic,We believe in independence for all nations.
1951,Truman,Democratic,We believe that free and independent nations can band together into a world order based on law.
1951,Truman,Democratic,We have laid the cornerstone of such a peaceful world in the United Nations.
1951,Truman,Democratic,"We believe that such a world order can and should spread the benefits of modern science and industry, better health and education, more food and rising standards of living-throughout the world."
1951,Truman,Democratic,These ideals give our cause a power and vitality that Russian communism can never command.
1951,Truman,Democratic,"The free nations, however, are bound together by more than ideals."
1951,Truman,Democratic,They are a real community bound together also by the ties of self-interest and self-preservation.
1951,Truman,Democratic,"If they should fall apart, the results would be fatal to human freedom."
1951,Truman,Democratic,Our own national security is deeply involved with that of the other free nations.
1951,Truman,Democratic,"While they need our support, we equally need theirs."
1951,Truman,Democratic,Our national safety would be gravely prejudiced if the Soviet Union were to succeed in harnessing to its war machine th e resources and the manpower of the free nations on the borders of its empire.
1951,Truman,Democratic,"If Western Europe were to fall to Soviet Russia, it would double the Soviet supply of coal and triple the Soviet supply of steel."
1951,Truman,Democratic,"If the free countries of Asia and Africa should fall to Soviet Russia, we would lose the sources of many of our most vital r aw materials, including uranium, which is the basis of our atomic power."
1951,Truman,Democratic,And Soviet command of the manpower of the free nations of Europe and Asia would confront us with military forces which we could never hope to equal.
1951,Truman,Democratic,"In such a situation, the Soviet Union could impose its demands on the world, without resort to conflict, simply through the preponderance of its economic and military power."
1951,Truman,Democratic,The Soviet Union does not have to attack the United States to secure domination of the world.
1951,Truman,Democratic,It can achieve its ends by isolating us and swallowing up all our allies.
1951,Truman,Democratic,"Therefore, even if we were craven enough-I do not believe we could be-but, I say, even if we were craven enough to aband on our ideals, it would be disastrous for us to withdraw from the community of free nations."
1951,Truman,Democratic,"We are the most powerful single member of this community, and we have a special responsibility."
1951,Truman,Democratic,We must take the leadership in meeting the challenge to freedom and in helping to protect the rights of independent nations.
1951,Truman,Democratic,"This country has a practical, realistic protect gram of action for meeting this challenge."
1951,Truman,Democratic,"First, we shall have to extend economic assistance, where it can be effective."
1951,Truman,Democratic,The best way to stop subversion by the Kremlin is to strike at the roots of social injustice and economic disorder.
1951,Truman,Democratic,"People who have jobs, homes, and hopes for the future will defend themselves against the underground agents of the Kremlin."
1951,Truman,Democratic,Our programs of economic aid have done much to turn back communism.
1951,Truman,Democratic,In Europe the Marshall plan has had an electrifying result.
1951,Truman,Democratic,"As European recovery progressed, the strikes led by the Kremlin's agents in Italy and France failed."
1951,Truman,Democratic,All over Western Europe the Communist Party took worse and worse beatings at the polls.
1951,Truman,Democratic,"The countries which have received Marshall Plan aid have been able, through hard work, to expand their productive strength in many cases, to levels higher than ever before in their history."
1951,Truman,Democratic,Without this strength they would be completely incapable of def ending themselves today.
1951,Truman,Democratic,They are now ready to use this strength in helping to build a strong combined defense against aggression.
1951,Truman,Democratic,We shall need to continue some economic aid to European countries.
1951,Truman,Democratic,This aid should now be specifically related to the building of their defenses.
1951,Truman,Democratic,In other parts of the world our economic assistance will need to be more broadly directed toward economic development.
1951,Truman,Democratic,"In the Near East, in Africa, in Asia, we must do what we can to help people who are striving to advance from misery, poverty, and hung er."
1951,Truman,Democratic,We must also continue to help the economic growth of our good neighbors in this hemisphere.
1951,Truman,Democratic,These actions will bring greater strength for the free world.
1951,Truman,Democratic,They will give many people a real stake in the future and reason to defend their freedom.
1951,Truman,Democratic,They will mean increased production of goods they need and materials we need.
1951,Truman,Democratic,"Second, we shall need to continue our military assistance to countries which want to defend themselves."
1951,Truman,Democratic,The heart of our common defense effort is the North Atlantic community.
1951,Truman,Democratic,The defense of Europe is the basis for the defense of the whole free world-ourselves included.
1951,Truman,Democratic,"Next to the United States, Europe is the largest workshop in the world."
1951,Truman,Democratic,It is also a ho meland of the great religious beliefs shared by many of our citizens-beliefs which are now threatened by the tide of atheistic communism.
1951,Truman,Democratic,"Strategically, economically, and morally, the defense of Europe is a part of our own defense."
1951,Truman,Democratic,"That is why we have joined with the countries of Europe in the North Atlantic Treaty, pledging ourselves to work with them."
1951,Truman,Democratic,There has been much discussion recently over whether the European countries are willing to defend themselves.
1951,Truman,Democratic,Their actions are answering this question.
1951,Truman,Democratic,Our North Atlantic Treaty partners have strict systems of universal military training.
1951,Truman,Democratic,Several have recently increased the term of service.
1951,Truman,Democratic,All have taken measures to improve the quality of training.
1951,Truman,Democratic,Forces are being trained and expanded as rapidly as th e necessary arms and equipment can be supplied from their factories and ours.
1951,Truman,Democratic,"Our North Atlantic Treaty partners, together, are building armies bigger than our own."
1951,Truman,Democratic,"None of the North Atlantic Treaty countries, including our own country, has done enough yet."
1951,Truman,Democratic,But real progress is being made.
1951,Truman,Democratic,"Together, we have worked out defense plans."
1951,Truman,Democratic,"The military leaders of our own country took part in working out these plans, and a re agreed that they are sound and within our capabilities."
1951,Truman,Democratic,"To put these plans into action, we sent to Europe last week one of our greatest military commanders, General Dwight D."
1951,Truman,Democratic,Eisenhower.
1951,Truman,Democratic,"General Eisenhower went to Europe to assume command of the united forces of the North Atlantic Treaty countries, including our own forces in Germany."
1951,Truman,Democratic,The people of Europe have confidence in General Eisenhower.
1951,Truman,Democratic,They know his ability to put together a fighting force of allies.
1951,Truman,Democratic,His mission is vital to our security.
1951,Truman,Democratic,"We should all stand behind him, and give him every bit of help we can."
1951,Truman,Democratic,Part of our job will be to reinforce the military strength of our European partners by sending them weapons and equipment as our military production expands.
1951,Truman,Democratic,Our program of military assistance extends to the nations in the Near East and the Far East which are trying to defend their freedom.
1951,Truman,Democratic,"Soviet communism is trying to make these nations into colonies, and to use their people as cannon fodder in new wars of conquest."
1951,Truman,Democratic,We want their people to be free men and to enjoy peace.
1951,Truman,Democratic,Our country has always stood for freedom for the peoples of Asia.
1951,Truman,Democratic,"Long, long ago it stood for the freedom of the peoples of Asia."
1951,Truman,Democratic,Our history shows this.
1951,Truman,Democratic,We have demonstrated it in the Philippines.
1951,Truman,Democratic,"We have demonstrated it in our relations with Indonesia, India, and with China."
1951,Truman,Democratic,We hope to join in restoring the people of Japan to membership in the community of free nations.
1951,Truman,Democratic,"It is in the Far East that we have taken up arms, under the United Nations, to preserve the principle of independence for free nations."
1951,Truman,Democratic,We are fighting to keep the forces of Communist aggression from making a slave state out of Korea.
1951,Truman,Democratic,Korea has tremendous significance for the world.
1951,Truman,Democratic,"It means that free nations, acting through the United Nations, are fighting together against aggression."
1951,Truman,Democratic,We will understand the importance of this best if we look back into history.
1951,Truman,Democratic,"If the democracies had stood up against the invasion of Manchuria in 1931, or the attack on Ethiopia in 1935, or the seizure of Austria in 1938, if they had stood together again st aggression on those occasions as the United Nations has done in Korea, the whole history of our time would have been different."
1951,Truman,Democratic,The principles for which we are fighting in Korea are right and just.
1951,Truman,Democratic,They are the foundations of collective security and of the future of free nations.
1951,Truman,Democratic,Korea is not only a country undergoing the torment of aggression; it is also a symbol.
1951,Truman,Democratic,It stands for right and justice in the world against oppression and slavery.
1951,Truman,Democratic,The free world must always stand for these principles-and we will stand with the free world.
1951,Truman,Democratic,"As the third part of our program, we will continue to work for peaceful settlements in international disputes."
1951,Truman,Democratic,We will support the United Nations and remain loyal to the great principles of international cooperation laid down in its charter.
1951,Truman,Democratic,"We are willing, as we have always been, to negotiate honorable settlements with the Soviet Union."
1951,Truman,Democratic,But we will not engage in appeasement.
1951,Truman,Democratic,The Soviet rulers have made it clear that we must have strength as well as right on our side.
1951,Truman,Democratic,If we build our strength-and we are building it-the Soviet rulers may face the facts and lay aside their plans to take over the world.
1951,Truman,Democratic,"That is what we hope will happen, and that is what we are trying to bring about."
1951,Truman,Democratic,That is the only realistic road to peace.
1951,Truman,Democratic,These are the main elements of the course our Nation must follow as a member of the community of free nations.
1951,Truman,Democratic,These are the things we must do to preserve our security and help create a peaceful world.
1951,Truman,Democratic,But they will be successful only if we increase the strength of our own country.
1951,Truman,Democratic,Here at home we have some very big jobs to do.
1951,Truman,Democratic,We are building much stronger military forces-and we are building them fast.
1951,Truman,Democratic,"We are preparing for full wartime mobilization, if that should be necessary."
1951,Truman,Democratic,"And we are continuing to build a strong and growing economy, able to maintain whatever effort may be required for as long as necessary."
1951,Truman,Democratic,"We are building our own Army, Navy, and Air Force to an active strength of nearly 3 1/2 million men and women."
1951,Truman,Democratic,"We are stepping up the training of the reserve forces, and establishing more training facilities, so that we can rapidly increase our active fo rces far more on short notice."
1951,Truman,Democratic,We are going to produce all the weapons and equipment that such an armed force will need.
1951,Truman,Democratic,"Furthermore, we will make weapons for our allies, and weapons for our own reserve supplies."
1951,Truman,Democratic,"On top of this, we will build the capacity to turn out on short notice arms and supplies that may be needed for a full-scale war."
1951,Truman,Democratic,"Fortunately, we have a good start on this because of our enormous plant capacity and because of the equipment on hand from the last war."
1951,Truman,Democratic,"For example, many combat ships are being returned to active duty from the ""mothball fleet"" and many others can be put into service on very short notice."
1951,Truman,Democratic,We have large reserves of arms and ammunition and thousands of workers skilled in arms production.
1951,Truman,Democratic,"In many cases, however, our stocks of weapons are low."
1951,Truman,Democratic,"In other cases, those on hand are not the most modern."
1951,Truman,Democratic,We have made remarkable technical advances.
1951,Truman,Democratic,We have developed new types of jet planes and powerful new tanks.
1951,Truman,Democratic,We are concentrating on producing the newest types of weapons and producing them as fast as we can.
1951,Truman,Democratic,"This production drive is more selective than the one we had during World War II, but it is just as urgent and intense."
1951,Truman,Democratic,It is a big program and it is a costly one.
1951,Truman,Democratic,Let me give you two concrete examples.
1951,Truman,Democratic,"Our present program calls for expanding the aircraft industry so that it will have the capacity to produce 50,000 modern military planes a year."
1951,Truman,Democratic,"We are preparing the capacity to produce 35,000 tanks a year."
1951,Truman,Democratic,"We are not now ordering that many planes or that many tanks, and we hope that we never have to, but we mean to be able to turn them out if we need them."
1951,Truman,Democratic,"The planes we are producing now are much bigger, much better, and much more expensive than the planes we had during the last war."
1951,Truman,Democratic,"We used to think that the B-17 was a huge plane, and the blockbuster it carried a huge load."
1951,Truman,Democratic,"But the B-36 can carry five of these blockbusters in its belly, and it can carry them five times as far."
1951,Truman,Democratic,"Of course, the B-36 is much more complicated to build than the B-17, and far more expensive."
1951,Truman,Democratic,"One B-17 costs $275,000, while now one B-36 costs 3 million."
1951,Truman,Democratic,I ask you to remember that what we are doing is to provide the best and most modern military equipment in the world for our fighting forces.
1951,Truman,Democratic,This kind of defense production program has two parts.
1951,Truman,Democratic,The first part is to get our defense protect production going as fast as possible.
1951,Truman,Democratic,We have to convert plants and channel materials to defense production.
1951,Truman,Democratic,"This means heavy cuts in civilian uses of copper, aluminum, rubber, and other essential materials."
1951,Truman,Democratic,It means shortages in various consumer goods.
1951,Truman,Democratic,The second part is to increase our capacity to produce and to keep our economy strong for the long pull.
1951,Truman,Democratic,We do not know how long Communist aggression will threaten the world.
1951,Truman,Democratic,Only by increasing our output can we carry the burden of preparedness for an indefinite period in the future.
1951,Truman,Democratic,"This means that we will have to build more power plants and more steel mills, grow more cotton, mine more copper, and expand our capacity in many other ways."
1951,Truman,Democratic,"The Congress will need to consider legislation, at this session, affecting all the aspects of our mobilization job."
1951,Truman,Democratic,"The main subjects on which legislation will be needed are: First, appropriations for our military buildup."
1951,Truman,Democratic,"Second, extension and revision of the Selective Service Act."
1951,Truman,Democratic,"Third, military and economic aid to help build up the strength of the free world."
1951,Truman,Democratic,"Fourth, revision and extension of the authority to expand production and to stabilize prices, wages, and rents."
1951,Truman,Democratic,"Fifth, improvement of our agricultural laws to help obtain the kinds of farm products we need for the defense effort."
1951,Truman,Democratic,"Sixth, improvement of our labor laws to help provide stable labor-management relations and to make sure that we have steady production in this emergency."
1951,Truman,Democratic,"Seventh, housing and training of defense workers and the full use of all our manpower resources."
1951,Truman,Democratic,"Eighth, means for increasing the supply of doctors, nurses, and other trained medical personnel critically needed for the defense effort."
1951,Truman,Democratic,"Ninth, aid to the States to meet the most urgent needs of our elementary and secondary schools."
1951,Truman,Democratic,Some of our plans will have to be deferred for the time being.
1951,Truman,Democratic,But we should do all we can to make sure our children are being trained as good and useful citizens in the critical times ahead.
1951,Truman,Democratic,"Tenth, a major increase in taxes to meet the cost of the defense effort."
1951,Truman,Democratic,The Economic Report and the Budget Message will discuss these subjects further.
1951,Truman,Democratic,"In addition, I shall send to the Congress special messages containing detailed recommendations on legislation needed at this session."
1951,Truman,Democratic,In the months ahead the Government must give priority to activities that are urgent-like military procurement and atomic energy and power development.
1951,Truman,Democratic,It must practice rigid economy in its non defense activities.
1951,Truman,Democratic,Many of the things we would normally do must be curtailed or postponed.
1951,Truman,Democratic,"But in a long-term defense effort like this one, we cannot neglect the measures needed to maintain a strong economy and a healthy democratic society."
1951,Truman,Democratic,"The Congress, therefore, should give continued attention to the measures which our country will need for the long pull."
1951,Truman,Democratic,And it should act upon such legislation as promptly as circumstances permit.
1951,Truman,Democratic,To take just one example-we need to continue and complete the work of rounding out our system of social insurance.
1951,Truman,Democratic,We still need to improve our protection against unemployment and old age.
1951,Truman,Democratic,"We still need to provide insurance against the loss of earnings through sickness, and against the high costs of modern medical care."
1951,Truman,Democratic,"And above all, we must remember that the fundamentals of our strength rest upon the freedoms of our people."
1951,Truman,Democratic,We must continue our efforts to achieve the full realization of our democratic ideals.
1951,Truman,Democratic,We must uphold the freedom of speech and the freedom of conscience in our land.
1951,Truman,Democratic,We must assure equal rights and equal opportunities to all our citizens.
1951,Truman,Democratic,"As we go forward this year in the defense of freedom, let us keep clearly before us the nature of our present effort."
1951,Truman,Democratic,"We are building up our strength, in concert with other free nations, to meet the danger of aggression that has been turned loose on the world."
1951,Truman,Democratic,The strength of the free nations is the world's best hope of peace.
1951,Truman,Democratic,I ask the Congress for unity in these crucial days.
1951,Truman,Democratic,Make no mistake about my meaning.
1951,Truman,Democratic,"I do not ask, or expect, unanimity."
1951,Truman,Democratic,I do not ask for an end to debate.
1951,Truman,Democratic,"Only by debate can we arrive at decisions which are wise, and which reflect the desires of the American people."
1951,Truman,Democratic,"We do not have a dictatorship in this country, and we never will have one in this country."
1951,Truman,Democratic,"When I request unity, what I am really asking for is a sense of responsibility on the part of every Member of this Congress."
1951,Truman,Democratic,"Let us debate the issues, but let every man among us weigh his words and his deeds."
1951,Truman,Democratic,There is a sharp difference between harmful criticism and constructive criticism.
1951,Truman,Democratic,"If we are truly responsible as individuals, I am sure that we will be unified as a government."
1951,Truman,Democratic,Let us keep our eyes on the issues and work for the things we all believe in.
1951,Truman,Democratic,"Let each of us put our country ahead of our party, and ahead of our own personal interests."
1951,Truman,Democratic,"I had the honor to be a Member of the Senate during World War II, and I know from experience that unity of purpose and of effort is possible in the Congress without any lessening of the vitality of our two party system."
1951,Truman,Democratic,Let us all stand together as Americans.
1951,Truman,Democratic,Let us stand together with all men every where who believe in human liberty.
1951,Truman,Democratic,Peace is precious to us.
1951,Truman,Democratic,It is the way of life we strive for with all the strength and wisdom we possess.
1951,Truman,Democratic,But more precious than peace are freedom and justice.
1951,Truman,Democratic,"We will fight, if fight we must, to keep our freedom and to prevent justice from being destroyed."
1951,Truman,Democratic,"These are the things that give meaning to our lives, and which we acknowledge to be greater than ourselves."
1951,Truman,Democratic,"This is our cause-peace, freedom, justice."
1951,Truman,Democratic,"We will pursue this cause with determination and humility, asking divine guidance that in all we do we may follow the will of God."
1953,Eisenhower,Republican,PRESIDENT DWIGHT D.
1953,Eisenhower,Republican,"EISENHOWER'S ANNUAL MESSAGE TO THE CONGRESS ON THE STATE OF THE UNION February 2, 1953 Mr."
1953,Eisenhower,Republican,"President, Mr."
1953,Eisenhower,Republican,"Speaker, Members of the Eighty-third Congress: I welcome the honor of appearing before you to deliver my first message to the Congress."
1953,Eisenhower,Republican,It is manifestly the joint purpose of the congressional leadership and of this administration to justify the summons to governmental responsibility issued last November by the American people.
1953,Eisenhower,Republican,"The grand labors of this leadership will involve: Application of America's influence in world affairs with such fortitude and such foresight that it will deter aggression and eventually secure peace; Establishment of a national administration of such integrity and such efficiency that its honor at home will ensure respect abroad; Encouragement of those incentives that inspire creative initiative in our economy, so that its productivity may fortify freedom everywhere; and Dedication to the well-being of all our citizens and to the attainment of equality of opportunity for all, so that our Nation will ever act with the strength of unity in every task to which it is called."
1953,Eisenhower,Republican,The purpose of this message is to suggest certain lines along which our joint efforts may immediately be directed toward realization of these four ruling purposes.
1953,Eisenhower,Republican,The time that this administration has been in office has been too brief to permit preparation of a detailed and comprehensive program of recommended action to cover all phases of the responsibilities that devolve upon our country's new leaders.
1953,Eisenhower,Republican,"Such a program will be filled out in the weeks ahead as, after appropriate study, I shall submit additional recommendations for your consideration."
1953,Eisenhower,Republican,Today can provide only a sure and substantial beginning.
1953,Eisenhower,Republican,II.
1953,Eisenhower,Republican,Our country has come through a painful period of trial and disillusionment since the victory of 1945.
1953,Eisenhower,Republican,We anticipated a world of peace and cooperation.
1953,Eisenhower,Republican,"The calculated pressures of aggressive communism have forced us, instead, to live in a world of turmoil."
1953,Eisenhower,Republican,From this costly experience we have learned one clear lesson.
1953,Eisenhower,Republican,"We have learned that the free world cannot indefinitely remain in a posture of paralyzed tension, leaving forever to the aggressor the choice of time and place and means to cause greatest hurt to us at least cost to himself."
1953,Eisenhower,Republican,"This administration has, therefore, begun the definition of a new, positive foreign policy."
1953,Eisenhower,Republican,This policy will be governed by certain fixed ideas.
1953,Eisenhower,Republican,"They are these: (1) Our foreign policy must be clear, consistent, and confident."
1953,Eisenhower,Republican,"This means that it must be the product of genuine, continuous cooperation between the executive and the legislative branches of this Government."
1953,Eisenhower,Republican,It must be developed and directed in the spirit of true bipartisanship. (2) The policy we embrace must be a coherent global policy.
1953,Eisenhower,Republican,"The freedom we cherish and defend in Europe and in the Americas is no different from the freedom that is imperiled in Asia. (3) Our policy, dedicated to making the free world secure, will envision all peaceful methods and devices--except breaking faith with our friends."
1953,Eisenhower,Republican,We shall never acquiesce in the enslavement of any people in order to purchase fancied gain for ourselves.
1953,Eisenhower,Republican,"I shall ask the Congress at a later date to join in an appropriate resolution making clear that this Government recognizes no kind of commitment contained in secret understandings of the past with foreign governments which permit this kind of enslavement. (4) The policy we pursue will recognize the truth that no single country, even one so powerful as ours, can alone defend the liberty of all nations threatened by Communist aggression from without or subversion within."
1953,Eisenhower,Republican,Mutual security means effective mutual cooperation.
1953,Eisenhower,Republican,"For the United States, this means that, as a matter of common sense and national interest, we shall give help to other nations in the measure that they strive earnestly to do their full share of the common task."
1953,Eisenhower,Republican,No wealth of aid could compensate for poverty of spirit.
1953,Eisenhower,Republican,The heart of every free nation must be honestly dedicated to the preserving of its own independence and security. (5) Our policy will be designed to foster the advent of practical unity in Western Europe.
1953,Eisenhower,Republican,The nations of that region have contributed notably to the effort of sustaining the security of the free world.
1953,Eisenhower,Republican,"From the jungles of Indochina and Malaya to the northern shores of Europe, they have vastly improved their defensive strength."
1953,Eisenhower,Republican,"Where called upon to do so, they have made costly and bitter sacrifices to hold the line of freedom."
1953,Eisenhower,Republican,But the problem of security demands closer cooperation among the nations of Europe than has been known to date.
1953,Eisenhower,Republican,Only a more closely integrated economic and political system can provide the greatly increased economic strength needed to maintain both necessary military readiness and respectable living standards.
1953,Eisenhower,Republican,Europe's enlightened leaders have long been aware of these facts.
1953,Eisenhower,Republican,"All the devoted work that has gone into the Schuman plan, the European Army, and the Strasbourg Conference has testified to their vision and determination."
